hn,date_of_submission,species,submitted_sample,vitek_id,bacteria_genus,report_issued_date,type,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_azithromycin,ans_cefalexin,ans_cefazolin,ans_cefovecin,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fluconazole,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_minocycline,ans_nitrofurantoin,ans_pradofloxacin,ans_rifampicin,ans_trimethoprim/sulfamethoxazole,ans_vancomycin,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_benzylpenicillin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefoxitin screen,S/I/R_cefpodoxime,S/I/R_chloramphenicol,S/I/R_clindamycin,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_erythromycin,S/I/R_florfenicol,S/I/R_fusidic acid,S/I/R_gentamicin,S/I/R_inducible clindamycin resistance,S/I/R_marbofloxacin,S/I/R_minocycline,S/I/R_mupirocin,S/I/R_nitrofurantoin,S/I/R_oxacillin,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_trimethoprim/sulfamethoxazole,S/I/R_vancomycin,id
6303002,2020-04-01,dog,abscess,GP,staphylococcus,2020-04-07,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,S,S,-,I,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,5944
6303451,2020-04-01,dog,opened wound,GP,staphylococcus,2020-04-07,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,R,S,R,S,R,S,,S,-,S,R,,S,S,S,,,R,,5945
6303741,2020-03-28,cat,opened wound,GP,pediococcus,2020-04-07,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5946
6303801,2020-03-30,cat,bite wound,GP,bacillus,2020-04-07,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5947
6303853,2020-04-01,dog,opened wound,GP,staphylococcus,2020-04-07,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,S,S,-,S,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,5948
6303867,2020-04-01,cat,shoulder,GP,staphylococcus,2020-04-07,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,5949
VCC (บุญรอด),2020-04-02,dog,pyelonephritis,GP,enterococcus,2020-04-07,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,R,,,,,S,,R,R,I,S,,,,R,,,I,,,,,,,5950
5912997,2020-04-16,dog,opened wound,GP,staphylococcus,2020-04-23,train,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,I,-,,S,I,S,S,S,S,,S,-,S,S,,S,R,I,,,S,,5951
6112094,2020-04-15,cat,paronychia,GP,staphylococcus,2020-04-23,train,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,S,I,I,S,S,,S,-,S,S,,S,S,S,,,S,,5952
6206617,2020-04-17,dog,furunculosis,GP,staphylococcus,2020-04-23,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,S,R,R,R,R,S,,I,-,R,R,,S,R,R,,,R,,5953
6207993,2020-04-15,dog,urine,GP,staphylococcus,2020-04-23,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,S,S,-,S,S,S,R,R,S,S,,I,-,R,R,,S,S,I,,,S,,5954
รพส.เจริญสุข (KUCHAN),2020-04-01,dog,urine,GP,bacillus,2020-04-23,train,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5955
รพส.เจริญสุข (หมูหัน),2020-04-01,dog,papule,GP,staphylococcus,2020-04-23,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,R,+,R,S,R,R,R,R,S,,I,-,R,R,,S,R,R,,,R,,5956
5912805,2020-04-20,dog,urine,GP,enterococcus,2020-04-28,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,R,,,,,S,,S,R,R,S,,,,R,,,R,,,,,,,5957
6215144,2020-04-17,dog,ub mucosa,GP,candida,2020-04-28,train,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5958
6300562,2020-04-20,dog,ub mucosa,GP,staphylococcus,2020-04-28,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,5959
5802853,2020-04-22,dog,crust from skin,GP,staphylococcus,2020-04-30,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,5960
5910814,2020-04-18,dog,opened wound,GP,enterococcus,2020-04-30,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,R,,,,,S,,R,,R,S,,,,R,,,,,,,,,,5961
6207061,2020-04-24,dog,urine,GP,staphylococcus,2020-04-30,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,S,S,R,R,S,S,,R,-,R,R,,S,S,R,,,R,,5962
6303741,2020-04-22,cat,opened wound,GP,enterococcus,2020-04-30,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,S,,,,,R,,R,R,R,R,,,,R,R,,S,,,,,,,5963
6304531,2020-04-22,dog,crust from skin,GP,staphylococcus,2020-04-30,train,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,S,S,I,S,S,,S,-,S,S,,S,R,S,,,S,,5964
6112710,2020-04-23,cat,pleural effusion,GP,actinomyces,2020-05-05,train,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5965
6209972,2020-04-27,dog,urine,GP,enterococcus,2020-05-05,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,R,,,,,S,,S,R,R,S,,,,R,S,,S,,,,,,,5966
6304605,2020-04-24,dog,pus,GP,staphylococcus,2020-05-05,train,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,I,S,R,R,R,+,R,S,R,S,S,S,S,,S,-,S,S,,S,R,S,,,S,,5967
6304672,2020-04-26,dog,pododermatitis,GP,enterococcus,2020-05-05,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,S,,,,,S,,I,S,R,S,,,,S,R,,S,,,,,,,5968
6206644,2020-05-01,cat,opened wound,GP,staphylococcus,2020-05-07,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,5969
6203185,2020-05-02,dog,opened wound,GP,staphylococcus,2020-05-08,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,S,S,-,S,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,5970
6304188,2020-04-30,cat,pleural effusion,GP,staphylococcus,2020-05-08,train,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,S,S,R,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,5971
6304894,2020-05-01,dog,crust from skin,GP,staphylococcus,2020-05-08,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,R,R,R,R,R,S,,I,-,R,R,,S,R,R,,,R,,5972
6304482,2020-04-30,cat,open fracture,GP,bacillus,2020-05-12,train,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5973
6304492,2020-05-04,dog,crust from skin,GP,staphylococcus,2020-05-12,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,+,I,S,R,R,R,R,S,,R,-,R,R,,S,R,I,,,R,,5974
6305024,2020-05-04,dog,opened wound,GP,staphylococcus,2020-05-12,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,5975
6012807,2020-05-06,dog,crust from skin,GP,staphylococcus,2020-05-14,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,S,S,-,S,R,S,S,S,R,S,,I,-,S,S,,S,S,S,,,R,,5976
6301615,2020-05-06,dog,crust from skin,GP,staphylococcus,2020-05-14,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,S,R,R,R,I,S,,S,+,R,R,,S,R,I,,,R,,5977
6303652,2020-05-07,dog,opened wound,GP,corynebacterium,2020-05-14,train,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5978
6304941,2020-05-03,dog,urine,GP,staphylococcus,2020-05-14,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,5979
6305069,2020-05-05,dog,opened wound,GP,staphylococcus,2020-05-14,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,R,,5980
6305145,2020-05-07,dog,urine,GP,staphylococcus,2020-05-14,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,R,S,R,S,R,S,,S,-,S,S,,S,S,S,,,R,,5981
Exvetlab (A23),2020-05-08,cat,urine,GP,staphylococcus,2020-05-14,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,S,S,R,R,R,+,S,S,,S,I,I,S,,S,-,R,S,,S,R,S,,,R,,5982
5701951,2020-05-11,dog,surgical site,GP,staphylococcus,2020-05-19,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,5983
6005575,2020-05-11,dog,paronychia,GP,staphylococcus,2020-05-19,train,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,S,S,I,S,S,,S,-,R,S,,S,R,I,,,S,,5984
6111184,2020-05-11,dog,crust from skin,GP,staphylococcus,2020-05-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,R,-,R,R,R,R,R,R,S,,I,-,R,R,,S,R,R,,,R,,5985
6205485,2020-05-09,cat,opened wound,GP,enterococcus,2020-05-19,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,S,,,,,S,,R,S,I,S,,,,S,R,,I,,,,,,,5986
6208339,2020-05-11,dog,opened wound,GP,staphylococcus,2020-05-19,train,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,S,S,I,S,S,,S,-,R,S,,S,R,I,,,S,,5987
6304040,2020-05-07,dog,prostate,GP,micrococcus,2020-05-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5988
6304179,2020-05-11,cat,urine,GP,enterococcus,2020-05-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,R,,,,,S,,R,R,R,S,,,,R,,,I,,,,,,,5989
6304768,2020-05-12,dog,csf,GP,bacillus,2020-05-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5990
6304925,2020-05-10,cat,limb necrosis,GP,enterococcus,2020-05-19,train,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,R,,,,,S,,I,I,S,S,,,,I,R,,S,,,,,,,5991
6305153,2020-05-11,cat,surgical site,GP,bacillus,2020-05-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5992
6305212,2020-05-09,dog,wound,GP,enterococcus,2020-05-19,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,S,,,,,S,,R,I,R,S,,,,R,R,,S,,,,,,,5993
6305260,2020-05-10,cat,opened wound,GP,vagococcus,2020-05-19,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5994
6305290,2020-05-11,dog,skin,GP,staphylococcus,2020-05-19,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,S,S,-,S,S,S,R,S,S,S,,S,-,S,R,,S,S,S,,,S,,5995
5904275,2020-05-15,dog,urine,GP,enterococcus,2020-05-21,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,S,,,,,S,,R,I,R,S,,,,I,R,,S,,,,,,,5996
6207737,2020-05-12,dog,bile,GP,enterococcus,2020-05-21,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,R,,,,,S,,R,R,I,S,,,,R,,,R,,,,,,,5997
6304705,2020-05-08,cat,ub mucosa,GP,staphylococcus,2020-05-21,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,R,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,5998
6304928,2020-05-10,dog,surgical site,GP,lysinibacillus,2020-05-21,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5999
6304937,2020-05-12,dog,ub mucosa,GP,staphylococcus,2020-05-21,train,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,S,S,R,S,S,-,S,S,S,R,R,R,S,,S,-,R,R,,S,R,R,,,R,,6000
6305264,2020-05-12,cat,wound,GP,paenibacillus,2020-05-21,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,6001
6305389,2020-05-13,dog,ear exudate,GP,staphylococcus,2020-05-21,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,S,R,-,R,R,R,R,R,R,S,,I,-,R,R,,S,R,R,,,S,,6002
6305465,2020-05-14,cat,wound,GP,staphylococcus,2020-05-21,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,R,+,,S,R,R,R,R,S,,I,-,R,R,,S,R,R,,,S,,6003
5912805,2020-05-18,dog,urine,GP,bacillus,2020-05-25,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,-,,,,,,,,,,,,,,,,,,,,,6004
5917007,2020-05-15,dog,fistula,GP,paenibacillus,2020-05-25,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,6005
6207840,2020-05-17,cat,opened wound,GP,staphylococcus,2020-05-25,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,6006
6304624,2020-05-20,dog,crust from skin,GP,staphylococcus,2020-05-25,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,S,R,R,R,R,S,,I,-,R,R,,S,R,I,,,R,,6007
6305070,2020-05-16,cat,opened wound,GP,bacillus,2020-05-25,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,6008
6305233,2020-05-19,dog,nasal cavity,GP,bacillus,2020-05-25,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,6009
6305520,2020-05-17,cat,abscess,GP,enterococcus,2020-05-25,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,R,,,,,S,,R,R,I,S,,,,R,,,I,,,,,,,6010
รพส.เจริญสุข (MAX),2020-05-01,dog,swab,GP,staphylococcus,2020-05-25,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,S,S,-,S,S,S,R,S,S,S,,S,-,S,I,,S,S,S,,,S,,6011
5604377,2020-05-21,dog,wound,GP,staphylococcus,2020-05-27,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,R,S,R,I,R,S,,I,-,S,R,,S,S,S,,,R,,6012
6303518,2020-05-16,cat,urine,GP,enterococcus,2020-05-27,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,S,,,,,R,,R,R,R,S,,,,R,R,,S,,,,,,,6013
6303600,2020-05-20,dog,surgical site,GP,staphylococcus,2020-05-27,train,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,6014
6303713,2020-05-21,cat,opened wound,GP,enterococcus,2020-05-27,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,R,,,,,S,,R,R,I,S,,,,R,,,I,,,,,,,6015
6304641,2020-05-18,cat,surgical site,GP,enterococcus,2020-05-27,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,R,,,,,S,,R,R,I,S,,,,R,,,R,,,,,,,6016
6305653,2020-05-19,cat,opened wound,GP,staphylococcus,2020-05-27,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,6017
5811705,2020-05-24,dog,surgical wound,GP,enterococcus,2020-05-28,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,R,,,,,S,,R,R,R,S,,,,R,,,I,,,,,,,6018
5907937,2020-05-24,dog,ear exudate,GP,staphylococcus,2020-05-28,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,S,S,R,S,S,S,,S,-,S,S,,S,S,S,,,R,,6019
6102930,2020-05-22,dog,urine,GP,staphylococcus,2020-05-28,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,S,S,R,S,S,-,S,S,R,R,R,R,S,,R,-,R,R,,S,R,R,,,R,,6020
6301411,2020-05-18,dog,abscess,GP,mycobacterium,2020-05-28,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,6021
6305838,2020-05-24,cat,opened wound,GP,staphylococcus,2020-05-28,train,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,R,S,,,S,,6022
5908900,2020-05-24,cat,opened wound,GP,enterococcus,2020-05-29,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,S,,,,,S,,R,I,I,S,,,,R,R,,S,,,,,,,6023
6209972,2020-05-25,dog,urine,GP,staphylococcus,2020-05-29,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,6024
6304966,2020-05-22,dog,prostate,GP,staphylococcus,2020-05-29,train,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,S,S,R,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,6025
6305735,2020-05-26,dog,opened wound,GP,staphylococcus,2020-05-29,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,S,-,,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,6026
รพส.เจริญสุข (Trump),2020-05-26,dog,urine,GP,enterococcus,2020-05-29,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,R,,,,,S,,R,R,I,S,,,,R,,,R,,,,,,,6027
5500674,2021-05-14,dog,urine,GP,staphylococcus,2021-05-19,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,,S,R,R,R,R,R,S,,R,-,R,R,,S,S,R,,,R,,6028
5501323,2020-09-13,dog,wound,GP,staphylococcus,2020-09-18,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,S,S,R,S,S,S,,S,-,S,R,,S,S,S,,,R,,6029
5501454,2021-02-16,dog,urine,GP,staphylococcus,2021-02-19,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,S,,R,,R,,,S,R,R,R,R,S,,R,-,R,,,S,R,R,,,R,,6030
5502414,2021-01-31,dog,swab,GP,corynebacterium,2021-02-10,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,6031
5503924,2020-07-21,dog,abscess,GP,staphylococcus,2020-07-24,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,R,R,R,S,R,S,,S,-,S,S,,S,S,S,,,R,,6032
5504970,2021-04-26,dog,abdominal cavity,GP,enterococcus,2021-05-03,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,R,,,,,S,,R,R,I,S,,,,R,,,R,,,,,,,6033
5517049,2021-01-04,dog,urine,GP,enterococcus,2021-01-08,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,R,,,,,I,,R,R,R,S,,,,R,,,I,,,,,,,6034
5517759,2020-08-28,dog,urine,GP,enterococcus,2020-09-01,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,S,,,,,R,,I,I,R,S,,,,I,R,,S,,,,,,,6035
5517759,2020-08-11,dog,urine,GP,corynebacterium,2020-08-17,train,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,6036
5601544,2021-02-11,cat,urine,GP,staphylococcus,2021-02-18,train,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,S,,R,,S,-,,S,S,S,S,S,S,,S,-,S,,,S,S,S,,,S,,6037
5604449,2021-04-01,dog,opened wound,GP,staphylococcus,2021-04-07,train,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,,R,,S,,,S,S,S,S,S,S,,S,-,S,,,S,S,S,,,S,,6038
5607662,2020-09-11,dog,abscess,GP,staphylococcus,2020-09-15,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,R,S,R,R,S,,S,+,R,S,,S,S,I,,,S,,6039
5609727,2021-02-22,dog,blood,GP,enterococcus,2021-03-01,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,S,,R,,,R,,R,I,R,S,,,,R,,,S,,,,,,,6040
5609727,2020-12-22,dog,wound,GP,enterococcus,2020-12-25,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,R,,,,,S,,R,I,R,S,,,,I,R,,S,,,,,,,6041
5611061,2020-10-21,dog,crust from skin,GP,staphylococcus,2020-10-26,train,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,S,S,R,S,S,-,I,S,R,R,S,R,S,,I,-,S,S,,S,R,S,,,R,,6042
5616713,2020-07-18,cat,opened wound,GP,staphylococcus,2020-07-24,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,R,S,S,R,S,,S,-,S,S,,S,S,S,,,S,,6043
5617692,2020-08-05,dog,surgical site,GP,staphylococcus,2020-08-11,train,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,R,R,R,,R,-,,S,R,S,R,R,S,,R,-,R,S,,S,R,I,,,S,,6044
5702143,2020-11-02,dog,bronchoalveolar,GP,enterococcus,2020-11-10,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,R,,,,,R,,R,R,R,S,,,,R,,,I,,,,,,,6045
5706964,2021-01-16,dog,abscess,GP,staphylococcus,2021-01-21,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,R,R,R,R,R,S,,I,+,R,R,,S,S,I,,,R,,6046
5707135,2020-07-20,cat,urine,GP,bacillus,2020-07-23,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,6047
5707609,2020-12-21,dog,fluid,GP,staphylococcus,2020-12-30,train,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,S,S,S,R,S,,S,-,S,S,,S,S,S,,,S,,6048
5713690,2020-10-17,dog,superficial spreading pyoderma,GP,staphylococcus,2020-10-22,train,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,S,S,R,,S,-,,S,R,S,S,R,S,,S,-,S,S,,S,R,S,,,S,,6049
5714931,2021-01-07,dog,pus,GP,staphylococcus,2021-01-12,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,S,S,-,S,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,6050
5716513,2021-04-29,cat,urine,GP,staphylococcus,2021-05-05,train,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,S,R,,,R,+,,S,S,S,S,,S,,,-,S,S,,S,R,S,,,,,6051
5803790,2020-11-26,dog,abscess,GP,staphylococcus,2020-12-01,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,S,R,S,S,-,S,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,6052
5805641,2020-10-06,cat,urine,GP,staphylococcus,2020-10-12,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,S,S,-,S,S,S,S,S,S,S,,S,-,S,S,,S,S,S,,,S,,6053
5806285,2020-08-03,dog,hemoculture,GP,enterococcus,2020-08-05,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,S,,,,,S,,R,R,R,R,,,,R,R,,S,,,,,,,6054
